Date,Year,Season,Field Stage,Stage Type,Pest,Pest Count/Damage,Threshold Status,Action,Pest_Diff,Pest_Trend_Sign,Field,YEAR,DOY,X,T2M,PRECTOTCORR,RH2M,WS2M,GWETROOT,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,WD2M,GWETTOP,TS,ALLSKY_SFC_LW_DWN,QV2M,PS,GWETPROF,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DIFF
2020-01-26,2020.0,Dry,Land Prep,Management Stage,RBB,0.0,Below Threshold,0.0,-3.0,-,Field1,2020.0,26.0,0.0,25.25,1.87,86.58,0.7,0.76,9.58,30.39,22.02,145.6,0.78,27.07,35.2,18.94,98.56,0.82,2.54,6.41
2020-01-27,2020.0,Dry,Land Prep,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,27.0,0.0,25.43,6.33,84.74,0.72,0.77,10.09,30.26,22.96,150.7,0.79,26.74,35.49,18.85,98.59,0.83,2.68,7.05
2020-01-28,2020.0,Dry,Land Prep,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,28.0,0.0,25.4,1.22,84.11,0.45,0.76,10.16,29.11,22.64,263.8,0.78,26.47,34.77,18.54,98.61,0.83,2.74,7.34
2020-01-29,2020.0,Dry,Land Prep,Management Stage,RBB,1.0,Below Threshold,0.0,1.0,+,Field1,2020.0,29.0,1.0,25.43,3.18,82.89,0.76,0.76,10.2,30.81,21.93,348.0,0.78,27.12,34.68,18.84,98.62,0.83,2.63,7.54
2020-01-30,2020.0,Dry,Land Prep,Management Stage,RBB,2.0,Below Threshold,0.0,1.0,+,Field1,2020.0,30.0,2.0,24.45,0.3,80.58,1.19,0.76,10.77,30.76,19.38,2.2,0.77,26.55,33.39,17.45,98.58,0.82,2.72,6.88
2020-01-31,2020.0,Dry,Land Prep,Management Stage,RBB,2.0,Below Threshold,0.0,0.0,0,Field1,2020.0,31.0,3.0,24.23,0.17,80.63,1.14,0.75,10.61,30.76,20.38,0.6,0.76,26.29,32.57,17.17,98.68,0.82,2.7,6.59
2020-02-01,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-2.0,-,Field1,2020.0,32.0,0.0,24.65,0.08,76.76,1.27,0.75,10.22,31.31,19.42,22.7,0.76,26.31,33.0,16.26,98.79,0.82,2.52,6.35
2020-02-02,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,33.0,0.0,24.33,0.08,80.7,1.54,0.74,8.7,30.65,20.19,27.1,0.75,26.22,34.14,16.98,98.8,0.81,2.21,10.94
2020-02-03,2020.0,Dry,Nursery,Management Stage,RBB,2.0,Below Threshold,0.0,2.0,+,Field1,2020.0,34.0,5.0,23.89,0.02,77.48,1.94,0.74,10.04,30.9,19.45,14.3,0.75,25.97,32.86,16.15,98.78,0.81,2.46,7.01
2020-02-04,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,35.0,1.0,23.45,0.0,76.38,1.34,0.74,10.27,30.72,17.96,14.7,0.75,25.05,32.48,15.19,98.66,0.81,2.47,5.72
2020-02-05,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,0.0,0,Field1,2020.0,36.0,4.0,24.74,0.51,76.81,0.88,0.73,10.05,32.31,18.74,19.5,0.74,26.05,33.36,15.81,98.52,0.8,2.56,8.04
2020-02-06,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,37.0,0.0,24.37,7.46,90.64,0.88,0.74,7.17,28.8,21.85,73.1,0.78,26.09,35.17,18.85,98.51,0.8,1.83,9.19
2020-02-07,2020.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,3.0,+,Field1,2020.0,38.0,4.0,24.19,5.01,88.91,1.11,0.74,8.34,28.1,21.66,80.5,0.77,25.72,34.81,18.66,98.66,0.8,2.2,10.62
2020-02-08,2020.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,0.0,0,Field1,2020.0,39.0,4.0,23.87,8.66,86.11,1.02,0.75,7.76,29.61,18.56,79.4,0.79,25.88,34.62,17.74,98.73,0.8,2.07,7.23
2020-02-09,2020.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,0.0,0,Field1,2020.0,40.0,6.0,22.51,0.11,80.08,1.32,0.75,10.85,29.8,16.45,54.8,0.76,24.65,32.44,15.47,98.82,0.8,2.66,6.82
2020-02-10,2020.0,Dry,Nursery,Management Stage,RBB,2.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,41.0,2.0,23.27,3.28,83.14,1.35,0.74,8.49,30.08,18.06,53.8,0.76,25.34,33.85,16.65,98.85,0.79,2.22,7.9
2020-02-11,2020.0,Dry,Nursery,Management Stage,RBB,4.0,Below Threshold,0.0,2.0,+,Field1,2020.0,42.0,5.0,23.57,0.54,81.05,1.43,0.74,8.0,29.91,19.33,40.8,0.75,25.23,33.79,16.07,98.95,0.79,2.04,7.81
2020-02-12,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-4.0,-,Field1,2020.0,43.0,0.0,23.15,0.14,79.07,1.39,0.73,9.86,29.03,18.09,66.8,0.74,25.01,32.96,15.55,98.96,0.79,2.55,7.56
2020-02-13,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,44.0,0.0,23.76,6.8,85.51,0.83,0.73,5.47,29.24,20.05,93.0,0.77,25.64,34.79,17.48,98.88,0.79,1.46,7.95
2020-02-14,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,1.0,+,Field1,2020.0,45.0,4.0,24.12,0.84,84.07,1.35,0.74,8.58,30.09,20.3,76.4,0.75,26.06,34.93,17.71,98.74,0.79,2.28,8.55
2020-02-15,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,0.0,0,Field1,2020.0,46.0,2.0,24.98,0.33,77.57,0.74,0.73,9.76,31.46,20.03,59.6,0.74,26.28,34.32,17.04,98.77,0.78,2.45,6.92
2020-02-16,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,47.0,0.0,25.01,1.04,76.21,0.61,0.72,10.38,31.98,18.47,38.4,0.74,26.51,33.25,16.43,98.78,0.78,2.56,6.12
2020-02-17,2020.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,48.0,0.0,24.52,6.93,81.49,1.06,0.73,8.37,30.96,19.88,43.2,0.76,26.55,34.94,17.15,98.8,0.78,2.07,7.96
2020-02-18,2020.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,3.0,+,Field1,2020.0,49.0,6.0,23.71,1.35,79.22,1.62,0.73,9.21,30.94,18.95,25.9,0.74,25.56,33.61,16.05,98.75,0.77,2.16,7.8
2020-02-19,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,-2.0,-,Field1,2020.0,50.0,2.0,23.41,0.09,78.68,1.48,0.72,9.24,30.36,18.38,39.6,0.73,25.02,32.98,15.54,98.78,0.77,2.29,8.32
2020-02-20,2020.0,Dry,Nursery,Management Stage,RBB,2.0,Below Threshold,0.0,1.0,+,Field1,2020.0,51.0,3.0,23.13,0.26,79.09,1.61,0.71,10.11,30.06,18.31,44.6,0.72,24.51,31.95,15.08,98.83,0.77,2.48,5.93
2020-02-21,2020.0,Dry,Nursery,Management Stage,RBB,2.0,Below Threshold,0.0,0.0,0,Field1,2020.0,52.0,3.0,22.6,0.02,80.18,1.5,0.71,10.22,29.5,18.0,55.0,0.72,24.37,32.67,15.29,98.93,0.76,2.64,6.86
2020-02-22,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,53.0,1.0,23.71,0.0,75.79,0.96,0.71,10.52,31.56,17.72,34.4,0.71,25.69,33.28,15.16,98.93,0.76,2.59,6.19
2020-02-23,2020.0,Dry,Nursery,Management Stage,RBB,2.0,Below Threshold,0.0,1.0,+,Field1,2020.0,54.0,2.0,23.72,0.12,77.35,1.14,0.7,11.6,31.19,18.87,44.9,0.71,25.47,33.18,15.65,98.82,0.76,2.89,5.27
2020-02-24,2020.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,55.0,4.0,24.02,0.31,81.96,1.21,0.7,9.21,30.92,19.73,65.8,0.71,25.97,34.16,17.08,98.72,0.75,2.38,8.18
2020-02-25,2020.0,Dry,Nursery,Management Stage,RBB,4.0,Below Threshold,0.0,3.0,+,Field1,2020.0,56.0,4.0,24.76,0.24,81.72,1.11,0.7,8.21,31.15,19.59,61.1,0.7,26.61,35.0,17.63,98.64,0.75,2.09,7.55
2020-02-26,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-4.0,-,Field1,2020.0,57.0,0.0,24.79,0.1,78.89,1.06,0.69,9.67,31.26,20.17,43.5,0.7,26.39,34.29,16.86,98.63,0.75,2.45,7.19
2020-02-27,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2020.0,58.0,0.0,24.69,2.48,79.13,1.02,0.69,8.61,31.46,18.48,54.1,0.7,26.82,34.43,16.84,98.57,0.74,2.25,6.31
2020-02-28,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,6.0,+,Field1,2020.0,59.0,6.0,24.24,0.88,83.52,0.97,0.69,9.58,29.9,19.7,77.2,0.7,26.39,34.57,17.8,98.58,0.74,2.51,7.73
2020-02-29,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,10.0,Economic Threshold,0.0,7.0,+,Field1,2020.0,60.0,11.0,24.38,0.34,85.13,0.88,0.69,7.01,29.32,21.07,52.3,0.7,26.04,35.84,18.06,98.55,0.74,1.99,7.56
2020-03-01,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,8.0,+,Field1,2020.0,61.0,16.0,25.39,0.02,78.77,0.88,0.69,9.74,32.09,19.47,55.4,0.69,27.16,35.74,17.6,98.58,0.73,2.63,7.91
2020-03-02,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-9.0,-,Field1,2020.0,62.0,5.0,25.58,13.99,80.86,0.83,0.69,7.94,31.83,20.75,66.4,0.74,27.57,36.46,18.32,98.6,0.73,2.13,7.08
2020-03-03,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-4.0,-,Field1,2020.0,63.0,3.0,24.86,1.13,75.1,0.9,0.7,12.15,32.29,19.06,52.1,0.72,26.5,33.48,16.39,98.6,0.73,3.19,4.91
2020-03-04,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,4.0,+,Field1,2020.0,64.0,8.0,25.58,0.03,76.82,0.76,0.69,10.91,33.38,18.89,43.6,0.7,27.4,34.28,17.11,98.54,0.73,2.9,6.84
2020-03-05,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,10.0,+,Field1,2020.0,65.0,17.0,26.07,3.27,79.99,0.8,0.69,8.43,31.69,22.51,20.2,0.71,27.49,35.93,18.75,98.46,0.73,2.25,8.59
2020-03-06,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-9.0,-,Field1,2020.0,66.0,9.0,24.35,14.28,89.92,1.7,0.7,7.16,26.47,22.52,42.7,0.76,25.66,35.6,19.22,98.43,0.73,2.11,8.76
2020-03-07,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,4.0,+,Field1,2020.0,67.0,11.0,24.34,4.65,90.32,1.69,0.72,9.15,28.31,22.26,148.6,0.75,26.35,35.16,19.3,98.58,0.74,2.47,12.05
2020-03-08,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-6.0,-,Field1,2020.0,68.0,5.0,25.0,2.24,83.79,0.79,0.71,9.53,30.76,20.78,133.1,0.73,27.16,34.6,18.83,98.6,0.74,2.45,9.64
2020-03-09,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,1.0,+,Field1,2020.0,69.0,6.0,26.16,0.39,76.6,0.45,0.71,11.52,33.39,21.32,75.4,0.71,27.91,33.87,17.78,98.56,0.73,2.99,5.96
2020-03-10,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-1.0,-,Field1,2020.0,70.0,7.0,25.96,0.29,75.45,0.36,0.7,11.54,32.89,20.89,241.4,0.7,27.27,33.6,17.08,98.67,0.73,2.9,7.08
2020-03-11,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,1.0,+,Field1,2020.0,71.0,7.0,25.07,0.06,71.34,0.67,0.69,11.98,32.68,20.47,55.1,0.69,26.45,32.92,15.4,98.76,0.73,3.03,6.65
2020-03-12,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,5.0,+,Field1,2020.0,72.0,10.0,23.55,0.01,74.78,1.37,0.68,12.35,30.98,18.58,74.7,0.68,25.34,32.37,15.14,98.88,0.72,3.03,5.98
2020-03-13,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,1.0,+,Field1,2020.0,73.0,11.0,24.35,0.01,74.66,1.05,0.67,12.33,31.71,17.65,58.0,0.67,26.2,32.15,15.56,98.88,0.72,3.08,5.55
2020-03-14,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-4.0,-,Field1,2020.0,74.0,10.0,24.91,0.07,73.83,0.71,0.67,11.47,32.84,17.76,32.1,0.67,26.74,33.2,15.97,98.73,0.72,2.99,7.07
2020-03-15,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,5.0,+,Field1,2020.0,75.0,12.0,25.19,0.11,71.89,0.97,0.67,11.58,32.78,20.12,27.5,0.67,26.93,33.07,15.65,98.71,0.71,2.91,7.22
2020-03-16,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-8.0,-,Field1,2020.0,76.0,7.0,24.48,0.15,75.13,0.96,0.66,11.57,32.2,17.57,47.6,0.66,26.64,32.83,15.98,98.79,0.71,2.92,5.99
2020-03-17,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,11.0,+,Field1,2020.0,77.0,15.0,24.95,2.18,77.99,0.95,0.66,10.43,31.44,19.23,67.3,0.67,27.17,35.03,16.91,98.8,0.71,2.74,7.13
2020-03-18,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-13.0,-,Field1,2020.0,78.0,4.0,24.96,1.43,79.75,1.27,0.66,9.95,31.03,20.26,75.2,0.67,27.57,35.52,17.55,98.69,0.7,2.73,8.64
2020-03-19,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-2.0,-,Field1,2020.0,79.0,0.0,25.37,0.87,72.9,0.85,0.66,11.75,31.7,19.74,78.9,0.67,27.63,34.24,16.21,98.71,0.7,3.14,6.0
2020-03-20,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,2.0,+,Field1,2020.0,80.0,5.0,26.51,0.01,69.67,0.47,0.65,11.77,34.29,19.9,23.6,0.65,27.86,34.49,16.01,98.69,0.7,3.06,6.27
2020-03-21,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,12.0,+,Field1,2020.0,81.0,17.0,25.51,11.29,79.29,0.79,0.65,10.12,33.14,19.3,63.5,0.69,27.67,35.24,17.76,98.72,0.69,2.68,6.89
2020-03-22,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-8.0,-,Field1,2020.0,82.0,9.0,25.55,3.29,79.22,0.9,0.67,9.4,31.84,20.62,79.7,0.69,28.05,34.96,18.16,98.7,0.7,2.42,7.42
2020-03-23,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,6.0,+,Field1,2020.0,83.0,13.0,25.42,2.35,71.85,0.73,0.67,9.8,32.77,20.01,68.2,0.68,27.92,35.06,17.01,98.6,0.69,2.58,6.83
2020-03-24,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-8.0,-,Field1,2020.0,84.0,4.0,24.26,7.95,81.46,0.49,0.67,7.58,31.03,20.97,55.6,0.69,26.49,35.79,17.1,98.56,0.69,2.06,9.8
2020-03-25,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,4.0,+,Field1,2020.0,85.0,9.0,24.17,0.92,73.71,0.84,0.67,11.85,30.83,19.47,50.0,0.68,25.0,33.64,15.06,98.54,0.69,3.04,7.54
2020-03-26,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-1.0,-,Field1,2020.0,86.0,9.0,25.05,9.0,81.09,0.89,0.67,7.96,31.66,20.46,80.6,0.71,27.02,35.83,17.57,98.57,0.69,2.13,7.92
2020-03-27,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,5.0,+,Field1,2020.0,87.0,12.0,25.14,0.6,78.53,1.28,0.67,10.42,32.05,20.27,76.2,0.68,27.21,35.18,17.65,98.6,0.69,2.78,10.78
2020-03-28,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,2.0,+,Field1,2020.0,88.0,17.0,25.62,0.1,76.03,0.85,0.66,7.23,31.75,20.9,77.8,0.66,27.16,35.89,17.22,98.54,0.69,2.09,10.18
2020-03-29,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-7.0,-,Field1,2020.0,89.0,9.0,25.86,0.0,73.13,0.5,0.66,10.83,33.26,20.22,169.9,0.65,27.67,34.91,17.13,98.49,0.69,2.86,7.23
2020-03-30,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-5.0,-,Field1,2020.0,90.0,2.0,25.75,1.78,79.41,0.49,0.65,10.64,32.53,21.61,95.4,0.66,27.62,35.2,18.15,98.51,0.68,2.69,7.75
2020-03-31,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,7.0,+,Field1,2020.0,91.0,9.0,25.47,0.87,71.11,0.81,0.65,12.04,33.22,19.13,91.8,0.65,27.54,34.53,16.01,98.59,0.68,3.01,6.71
2020-04-01,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-2.0,-,Field1,2020.0,92.0,8.0,26.16,0.1,68.18,0.57,0.64,12.62,32.94,20.67,89.7,0.64,27.63,32.69,15.44,98.61,0.68,3.22,5.46
2020-04-02,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,6.0,+,Field1,2020.0,93.0,13.0,26.08,0.19,73.39,0.78,0.64,11.68,32.88,20.76,78.5,0.63,28.32,34.28,16.9,98.65,0.67,3.02,7.47
2020-04-03,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-13.0,-,Field1,2020.0,94.0,0.0,26.1,1.45,72.91,0.8,0.63,11.55,34.02,18.82,84.2,0.63,28.49,34.13,16.63,98.64,0.67,3.02,6.96
2020-04-04,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,2.0,+,Field1,2020.0,95.0,4.0,26.29,0.88,69.71,0.7,0.63,11.38,33.69,20.29,79.2,0.63,28.02,34.25,15.75,98.67,0.67,3.05,6.46
2020-04-05,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,4.0,+,Field1,2020.0,96.0,9.0,26.01,0.01,67.71,0.62,0.63,11.78,33.76,19.01,64.9,0.62,28.1,34.1,15.84,98.66,0.66,2.92,7.3
2020-04-06,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,7.0,+,Field1,2020.0,97.0,16.0,26.29,0.03,72.39,0.63,0.62,11.51,33.87,20.74,39.7,0.62,28.52,34.48,17.11,98.6,0.66,2.86,7.19
2020-04-07,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-7.0,-,Field1,2020.0,98.0,7.0,25.77,0.01,74.01,0.74,0.62,11.25,32.74,20.66,325.0,0.61,28.19,34.61,17.16,98.55,0.66,2.79,7.09
2020-04-08,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-5.0,-,Field1,2020.0,99.0,3.0,26.56,0.22,67.94,0.63,0.61,11.72,33.52,21.55,1.7,0.61,28.39,33.76,17.38,98.59,0.65,2.92,7.36
2020-04-09,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,7.0,+,Field1,2020.0,100.0,11.0,25.72,4.68,77.7,0.72,0.61,8.56,32.07,22.05,22.6,0.62,28.33,35.3,17.73,98.74,0.65,2.31,8.43
2020-04-10,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,1.0,+,Field1,2020.0,101.0,10.0,26.52,2.34,71.62,0.62,0.62,11.85,33.97,20.7,82.6,0.64,28.52,34.65,17.3,98.77,0.65,3.13,6.75
2020-04-11,2020.0,Dry,Vegetative,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,2.0,+,Field1,2020.0,102.0,14.0,26.67,0.01,63.57,0.35,0.62,12.69,34.85,20.46,50.4,0.61,27.54,32.28,14.67,98.7,0.65,3.29,5.37
2020-04-12,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,4.0,+,Field1,2020.0,103.0,16.0,25.53,0.05,74.01,0.63,0.61,11.52,32.37,20.56,275.4,0.6,27.36,33.66,16.59,98.67,0.65,2.85,6.87
2020-04-13,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-8.0,-,Field1,2020.0,104.0,7.0,26.19,0.13,69.25,0.42,0.61,11.33,33.1,20.59,155.2,0.6,27.9,33.9,16.84,98.62,0.65,2.71,7.45
2020-04-14,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-2.0,-,Field1,2020.0,105.0,6.0,26.26,0.2,71.63,0.56,0.6,10.79,33.0,20.41,245.7,0.6,28.18,34.69,16.72,98.69,0.64,2.84,7.45
2020-04-15,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,6.0,+,Field1,2020.0,106.0,12.0,26.23,0.42,73.35,0.69,0.6,9.92,32.89,21.72,188.2,0.59,28.54,34.68,17.13,98.73,0.64,2.57,7.44
2020-04-16,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-4.0,-,Field1,2020.0,107.0,10.0,26.79,1.65,74.43,0.39,0.6,11.66,34.18,21.8,54.2,0.6,29.12,35.5,18.12,98.65,0.64,3.03,6.73
2020-04-17,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-3.0,-,Field1,2020.0,108.0,5.0,26.14,3.52,78.07,0.95,0.6,9.85,32.99,20.98,87.8,0.61,28.18,34.87,17.86,98.71,0.63,2.65,7.24
2020-04-18,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,6.0,+,Field1,2020.0,109.0,13.0,26.02,0.25,72.54,0.98,0.6,9.83,33.41,19.4,80.6,0.6,28.46,34.92,16.9,98.72,0.63,2.53,7.49
2020-04-19,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-10.0,-,Field1,2020.0,110.0,0.0,24.76,1.81,83.43,0.95,0.6,7.01,28.89,21.28,88.8,0.61,26.78,35.02,18.15,98.7,0.63,1.83,8.89
2020-04-20,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,6.0,+,Field1,2020.0,111.0,6.0,25.57,5.11,82.67,0.79,0.6,9.44,30.26,21.68,88.7,0.63,27.52,35.55,18.74,98.65,0.63,2.45,6.54
2020-04-21,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-5.0,-,Field1,2020.0,112.0,3.0,25.88,2.8,78.51,0.91,0.61,10.61,32.01,21.22,89.0,0.64,28.32,34.54,18.11,98.6,0.63,2.69,6.97
2020-04-22,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,3.0,+,Field1,2020.0,113.0,4.0,26.72,0.09,69.71,0.86,0.6,10.75,34.06,19.99,98.2,0.6,28.41,33.95,15.71,98.57,0.63,2.66,9.17
2020-04-23,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,5.0,+,Field1,2020.0,114.0,10.0,25.79,0.15,74.81,0.66,0.6,10.03,31.26,21.03,354.0,0.6,27.91,35.2,16.62,98.58,0.62,2.5,6.32
2020-04-24,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,0.0,0,Field1,2020.0,115.0,11.0,26.7,0.66,76.05,0.91,0.6,10.49,32.48,20.92,78.8,0.59,28.78,35.14,18.36,98.45,0.62,2.55,5.99
2020-04-25,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,0.0,0,Field1,2020.0,116.0,11.0,26.23,0.45,75.16,1.18,0.6,10.33,32.93,22.5,91.2,0.59,28.52,34.9,17.48,98.47,0.62,2.67,12.78
2020-04-26,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-3.0,-,Field1,2020.0,117.0,6.0,26.75,3.88,74.79,0.87,0.59,9.69,33.57,21.2,79.6,0.59,29.11,35.36,17.64,98.5,0.62,2.43,11.21
2020-04-27,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,7.0,+,Field1,2020.0,118.0,14.0,26.84,2.76,70.68,0.93,0.6,9.68,33.98,21.63,80.3,0.61,29.36,35.13,16.92,98.57,0.62,2.37,12.43
2020-04-28,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-4.0,-,Field1,2020.0,119.0,11.0,26.41,0.09,66.66,0.89,0.59,10.52,33.86,19.03,75.4,0.58,28.65,33.84,15.43,98.55,0.61,2.51,12.31
2020-04-29,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-9.0,-,Field1,2020.0,120.0,0.0,26.8,3.13,69.92,0.46,0.59,9.58,34.38,21.21,95.8,0.59,29.19,35.25,16.44,98.54,0.61,2.36,8.57
2020-04-30,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,9.0,+,Field1,2020.0,121.0,10.0,25.72,0.4,69.78,0.67,0.59,7.42,30.49,21.31,68.6,0.59,27.31,35.53,16.79,98.63,0.61,2.01,10.34
2020-05-01,2020.0,Dry,Reproductive,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,2.0,+,Field1,2020.0,122.0,14.0,26.3,0.39,73.54,0.43,0.58,7.92,33.25,22.1,345.4,0.58,28.47,35.53,17.44,98.47,0.61,2.05,10.01
